uid,appid,title,created_time,published_time,updated_time,type,license_name,access,appinspect_passed,path,install_method_distributed,install_method_single,download_count,install_count,archive_status,is_archived,fedramp_validation,app_version,app_filename,app_splunk_versions,app_cim_versions
3690,junipernetworks,Juniper Networks App for Splunk,2017-12-02T16:14:40+00:00,2017-12-02T16:14:40+00:00,2022-05-24T19:33:14+00:00,app,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/3690/,rejected,rejected,2516.0,0.0,live,False,no,1.2.1,juniper-networks-app-for-splunk_121.tgz,7.2|7.1|7.0,unknown
3447,demisto,Demisto App for Splunk,2017-11-20T05:56:59+00:00,2017-11-20T05:56:59+00:00,2022-05-24T19:33:08+00:00,app,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/3447/,rejected,rejected,1292.0,0.0,live,False,no,1.0.2,demisto-app-for-splunk_102.tgz,7.2|7.1|7.0,unknown
3368,data_volume_calculator,Data Volume Calculator for Splunk,2018-10-23T16:42:09+00:00,2018-10-23T16:42:09+00:00,2022-05-24T19:33:02+00:00,app,Splunk Software License Agreement,unrestricted,True,https://splunkbase.splunk.com/app/3368/,rejected,rejected,2608.0,0.0,live,False,no,1.5,data-volume-calculator-for-splunk_15.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
3955,TA-cisco-firepower-threat-defense-ftd-sourcetype,Cisco Firepower Threat Defense FTD sourcetype,2018-04-27T08:10:10+00:00,2018-04-27T08:10:10+00:00,2022-05-24T19:32:51+00:00,addon,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/3955/,rejected,rejected,2237.0,0.0,live,False,no,1.0.3,cisco-firepower-threat-defense-ftd-sourcetype_103.tgz,7.1|7.0,unknown
5020,TA-add-on-for-cisco-prime-infrastructure,Add-on for Cisco Prime Infrastructure,2021-05-03T14:09:10+00:00,2021-05-03T14:09:10+00:00,2022-05-24T19:32:45+00:00,addon,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/5020/,rejected,rejected,807.0,0.0,live,False,no,2.1.2,add-on-for-cisco-prime-infrastructure_212.tgz,8.2|8.1|8.0|7.3|7.2,4.x|3.x
4103,TA-Azure-inventory,Microsoft Azure Metadata Inventory Add-on for Splunk,2019-02-11T20:49:06+00:00,2019-02-11T20:49:06+00:00,2022-05-24T19:32:41+00:00,addon,SPLUNK SOFTWARE LICENSE AGREEMENT,unrestricted,False,https://splunkbase.splunk.com/app/4103/,rejected,rejected,920.0,0.0,archived_manually,True,no,1.2.0,microsoft-azure-metadata-inventory-add-on-for-splunk_120.tgz,7.2|7.1|7.0,unknown
3392,SplunkforModSecurity,ModSecurity App for Splunk,2019-01-22T12:09:10+00:00,2019-01-22T12:09:10+00:00,2022-05-24T19:32:36+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/3392/,rejected,rejected,1380.0,0.0,live,False,no,1.3.1,modsecurity-app-for-splunk_131.tgz,7.2|7.1|7.0,unknown
3310,SplunkforImpervaSecureSphere,Imperva SecureSphere App for Splunk,2019-01-22T11:02:43+00:00,2019-01-22T11:02:43+00:00,2022-05-24T19:32:28+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/3310/,rejected,rejected,1713.0,0.0,live,False,no,1.3.1,imperva-securesphere-app-for-splunk_131.tgz,7.2|7.1|7.0,unknown
5034,SA-mitre,Supporting Add on for MITRE,2020-06-05T18:59:59+00:00,2020-06-05T18:59:59+00:00,2022-05-24T19:32:19+00:00,addon,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/5034/,rejected,rejected,909.0,0.0,live,False,no,1.2.0,supporting-add-on-for-mitre_120.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
2678,sum,Utilization Monitor for Splunk (SUM),2016-01-21T21:34:05+00:00,2016-01-21T21:34:05+00:00,2022-05-24T19:32:17+00:00,app,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/2678/,rejected,rejected,4318.0,0.0,archived,True,no,2.1.0,utilization-monitor-for-splunk-sum_210.tgz,unknown,unknown
3026,splunk_app_akamai,Splunk App for Akamai,2018-10-19T12:19:13+00:00,2018-10-30T16:49:38+00:00,2022-05-24T19:32:15+00:00,app,Splunk Software License Agreement,unrestricted,False,https://splunkbase.splunk.com/app/3026/,rejected,rejected,1488.0,0.0,archived_manually,True,no,1.2.0,splunk-app-for-akamai_120.tgz,7.2|7.1|7.0,unknown
4768,monitoringlinux,Monitoring Linux - Metrics and Logs Forwarding,2019-11-01T17:38:54+00:00,2019-11-01T17:38:54+00:00,2022-05-24T19:32:13+00:00,app,END-USER LICENSE AGREEMENT,unrestricted,True,https://splunkbase.splunk.com/app/4768/,rejected,rejected,1397.0,0.0,live,False,no,5.12.271,monitoring-linux-metrics-and-logs-forwarding_512271.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
3800,firegen_cisco_asa,Firegen Log Analyzer for Cisco ASA,2017-12-09T19:33:50+00:00,2017-12-09T19:33:50+00:00,2022-05-24T19:32:11+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/3800/,rejected,rejected,2235.0,0.0,live,False,no,1.2,firegen-log-analyzer-for-cisco-asa_12.tgz,7.2|7.1|7.0,4.x
5496,citrix-system-log-add-on,Citrix System Log Add-On for Splunk,2021-09-13T20:01:55+00:00,2021-09-13T20:01:55+00:00,2022-05-24T19:32:07+00:00,addon,CITRIX Tool License Agreement,unrestricted,True,https://splunkbase.splunk.com/app/5496/,rejected,rejected,329.0,0.0,live,False,no,1.0.3,citrix-system-log-add-on-for-splunk_103.tgz,8.2|8.1,unknown
4696,TA-druva,Druva Add-on For Splunk,2021-01-17T09:04:55+00:00,2021-01-17T09:04:55+00:00,2022-05-24T19:31:49+00:00,addon,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/4696/,rejected,rejected,490.0,0.0,live,False,no,2.0.0,druva-add-on-for-splunk_200.tgz,8.2|8.1|8.0|7.3|7.2,4.x
3739,TA-Github,GitHub Addon,2018-04-18T20:09:07+00:00,2018-04-18T20:09:07+00:00,2022-05-24T19:31:46+00:00,addon,MIT,unrestricted,False,https://splunkbase.splunk.com/app/3739/,rejected,rejected,1338.0,0.0,live,False,no,1.0.1,github-addon_101.tgz,7.1|7.0,unknown
3736,Code42ForSplunk,Code42 for Splunk (Legacy),2020-02-18T17:45:38+00:00,2020-02-18T17:45:38+00:00,2022-05-24T19:31:08+00:00,app,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/3736/,rejected,rejected,3110.0,0.0,archived_manually,True,no,3.0.12,code42-for-splunk-legacy_3012.tgz,8.2|8.1|8.0|7.3|7.2|7.1,4.x
4531,Azure_EventHub_Insights_App,Azure Event Hub Insights App,2020-05-28T19:31:26+00:00,2020-05-28T19:31:26+00:00,2022-05-24T19:31:04+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/4531/,rejected,rejected,398.0,0.0,live,False,no,2.0.0,azure-event-hub-insights-app_200.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
4050,essential8-app,Essential 8 App for Splunk,2021-04-22T02:09:22+00:00,2021-04-22T02:09:22+00:00,2022-05-24T19:31:00+00:00,app,Splunk Software License Agreement,unrestricted,True,https://splunkbase.splunk.com/app/4050/,rejected,rejected,964.0,0.0,live,False,no,1.2.3,essential-8-app-for-splunk_123.tgz,8.2|8.1|8.0|7.3|7.2,4.x
4781,TA-onapsis-add-on-for-splunk,Onapsis Add-On for Splunk,2021-03-11T15:24:46+00:00,2021-03-11T15:24:46+00:00,2022-05-24T19:30:47+00:00,addon,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/4781/,rejected,rejected,485.0,0.0,live,False,no,1.0.5,onapsis-add-on-for-splunk_105.tgz,8.2|8.1|8.0|7.3|7.2,4.x
4207,TA-aws-trusted-advisor,AWS Trusted Advisor Aggregator,2021-04-04T20:59:52+00:00,2021-04-04T20:59:52+00:00,2022-05-24T19:30:39+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/4207/,rejected,rejected,981.0,0.0,live,False,no,1.0.8Rde24ac2,aws-trusted-advisor-aggregator_108rde24ac2.tgz,8.1|8.0|7.3,unknown
4108,TA-RL-SQS-Poller,Prisma Cloud Splunk Integration,2019-09-19T07:10:53+00:00,2019-09-19T07:10:53+00:00,2022-05-24T19:30:35+00:00,app,Prisma Cloud License,unrestricted,False,https://splunkbase.splunk.com/app/4108/,rejected,rejected,984.0,0.0,archived_manually,True,no,1.0.2,prisma-cloud-splunk-integration_102.tgz,7.2|7.1|7.0,unknown
3669,waterfall_custom_viz,Waterfall Custom Visualization App,2020-08-14T08:37:24+00:00,2020-08-14T08:37:24+00:00,2022-05-24T19:30:25+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/3669/,rejected,rejected,1276.0,0.0,live,False,no,1.0.4,waterfall-custom-visualization-app_104.tgz,8.2|8.1|8.0|7.3|7.2,4.x|3.x
5010,TA-siemplify,Siemplify Add-on for Splunk,2021-06-30T19:25:33+00:00,2021-06-30T19:25:33+00:00,2022-05-24T19:30:19+00:00,addon,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/5010/,rejected,rejected,622.0,0.0,live,False,no,3.0.2,siemplify-add-on-for-splunk_302.tgz,8.2|8.1|8.0,unknown
4741,stacked_bar_chart,Stacked Bar Chart Viz,2019-10-17T05:21:43+00:00,2019-10-17T05:21:43+00:00,2022-05-24T19:30:02+00:00,app,MIT,unrestricted,True,https://splunkbase.splunk.com/app/4741/,rejected,rejected,854.0,0.0,live,False,no,0.1.0,stacked-bar-chart-viz_010.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
3492,rapid7_nexpose_dashboard,Rapid7 Nexpose Dashboard for Splunk Enterprise,2017-06-08T15:23:07+00:00,2017-06-08T15:23:07+00:00,2022-05-24T19:30:00+00:00,app,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/3492/,rejected,rejected,2162.0,0.0,archived,True,no,1.2,rapid7-nexpose-dashboard-for-splunk-enterprise_12.tgz,unknown,unknown
5157,grand_central,Grand Central App for Splunk,2021-04-08T18:32:56+00:00,2021-04-08T18:32:56+00:00,2022-05-24T19:29:58+00:00,addon,Splunk General Terms,unrestricted,True,https://splunkbase.splunk.com/app/5157/,rejected,rejected,656.0,0.0,live,False,no,3.0.7,grand-central-app-for-splunk_307.tgz,8.1|8.0,4.x
3471,Splunk_TA_AppDynamics,Splunk Add-on for AppDynamics,2021-07-23T21:19:29+00:00,2021-07-23T21:19:29+00:00,2022-05-24T19:29:25+00:00,addon,Splunk Software License Agreement,unrestricted,True,https://splunkbase.splunk.com/app/3471/,rejected,rejected,3134.0,0.0,live,False,no,1.9.0,splunk-add-on-for-appdynamics_190.tgz,8.2|8.1|8.0|7.3|7.2,unknown
4971,Splunk_ASX,Splunk Analytic Story Execution (ASX) App,2020-06-22T17:18:59+00:00,2020-06-22T17:18:59+00:00,2022-05-24T19:29:23+00:00,app,Splunk General Terms,unrestricted,True,https://splunkbase.splunk.com/app/4971/,rejected,rejected,2306.0,0.0,archived_manually,True,no,2.0.3,splunk-analytic-story-execution-asx-app_203.tgz,8.2|8.1|8.0,4.x
1751,TemplateForXenDesktop7,Template for Citrix XenDesktop 7,2021-12-11T21:05:16+00:00,2021-12-11T21:05:16+00:00,2022-05-24T19:28:56+00:00,app,Splunk Software License Agreement,unrestricted,True,https://splunkbase.splunk.com/app/1751/,rejected,rejected,3645.0,0.0,live,False,no,1.2.3,template-for-citrix-xendesktop-7_123.tgz,8.2|8.1|8.0|7.3|7.2,unknown
5084,TA-bigpanda,BigPanda for Splunk,2022-01-20T22:20:22+00:00,2022-01-20T22:20:22+00:00,2022-05-24T19:28:39+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/5084/,rejected,rejected,671.0,0.0,live,False,no,2.1.4,bigpanda-for-splunk_214.tgz,8.2|8.1,4.x|3.x
4091,Splunk_Essentials_For_ITTM,Splunk Essentials for Infrastructure Troubleshooting and Monitoring,2018-09-28T21:36:28+00:00,2018-10-01T15:15:48+00:00,2022-05-24T19:28:32+00:00,app,Splunk Software License Agreement,unrestricted,False,https://splunkbase.splunk.com/app/4091/,rejected,rejected,3555.0,0.0,live,False,no,1.1.6,splunk-essentials-for-infrastructure-troubleshooting-and-monitoring_116.tgz,7.2|7.1|7.0,unknown
4096,SophosAddOnForSplunk,Sophos Add-on for Splunk,2018-08-02T15:18:39+00:00,2018-08-02T15:18:39+00:00,2022-05-24T19:28:28+00:00,addon,Sophos End-User License Agreement (EULA),unrestricted,False,https://splunkbase.splunk.com/app/4096/,rejected,rejected,1752.0,0.0,archived_manually,True,no,1.0.1,sophos-add-on-for-splunk_101.tgz,7.1|7.0,unknown
4013,rest-storage-passwords-manager,REST storage/passwords Manager for Splunk,2019-04-09T20:29:26+00:00,2019-04-09T20:29:26+00:00,2022-05-24T19:28:20+00:00,app,Splunk Software License Agreement,unrestricted,False,https://splunkbase.splunk.com/app/4013/,rejected,rejected,1435.0,0.0,live,False,no,1.0.8,rest-storagepasswords-manager-for-splunk_108.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
4200,es_configuration_explorer,Enterprise Security Configuration Explorer,2021-04-15T20:19:43+00:00,2021-04-15T20:19:43+00:00,2022-05-24T19:28:17+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/4200/,rejected,rejected,875.0,0.0,live,False,no,1.3.0,enterprise-security-configuration-explorer_130.tgz,8.2|8.1|8.0|7.3,4.x
4145,Splunk_Essentials_For_FSI,Splunk Essentials for the Financial Services Industry,2019-08-26T16:49:53+00:00,2019-08-26T16:49:53+00:00,2022-05-24T19:28:05+00:00,app,Splunk Software License Agreement,unrestricted,False,https://splunkbase.splunk.com/app/4145/,rejected,rejected,2483.0,0.0,live,False,no,1.1.0,splunk-essentials-for-the-financial-services-industry_110.tgz,8.2|8.1|8.0|7.3|7.2|7.1,unknown
5339,LogStream_Metrics,Cribl LogStream Metrics,2021-01-19T15:12:25+00:00,2021-01-19T15:12:25+00:00,2022-05-24T19:27:59+00:00,app,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/5339/,rejected,rejected,1181.0,0.0,live,False,no,1.0.2,cribl-logstream-metrics_102.tgz,8.2|8.1|8.0|7.3|7.2|7.1,unknown
5306,splunk_sim_dashboards,Splunk Infrastructure Monitoring Dashboards App,2020-10-22T19:13:34+00:00,2020-10-27T20:00:01+00:00,2022-05-24T19:27:56+00:00,app,Splunk General Terms,unrestricted,False,https://splunkbase.splunk.com/app/5306/,rejected,rejected,744.0,0.0,live,False,no,1.0.0,splunk-infrastructure-monitoring-dashboards-app_100.tgz,8.2|8.1|8.0|7.3,unknown
2630,google_drive,Google Import/Export,2020-04-09T22:06:58+00:00,2020-04-09T22:06:58+00:00,2022-05-24T19:27:54+00:00,addon,"Apache License, Version 2.0",unrestricted,False,https://splunkbase.splunk.com/app/2630/,rejected,rejected,3221.0,0.0,live,False,no,2.0.5,google-importexport_205.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
3945,TA-crowdstrike_falcon_intel,CrowdStrike Falcon Intelligence Add-on,2018-04-23T13:16:09+00:00,2018-04-23T13:16:09+00:00,2022-05-24T19:27:45+00:00,addon,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/3945/,rejected,rejected,2211.0,0.0,archived_manually,True,no,1.0.1,crowdstrike-falcon-intelligence-add-on_101.tgz,7.2|7.1|7.0,4.x
3762,network_topology,Network Topology - Custom Visualization,2017-10-18T19:57:53+00:00,2017-10-18T19:57:53+00:00,2022-05-24T19:27:43+00:00,app,Splunk Software License Agreement,unrestricted,True,https://splunkbase.splunk.com/app/3762/,rejected,rejected,3086.0,0.0,live,False,no,1.1,network-topology-custom-visualization_11.tgz,7.0,unknown
4847,TA-azure-log-analytics-kql-grabber,Azure Log Analytics Kusto Grabber,2022-01-19T20:28:11+00:00,2022-01-19T20:28:11+00:00,2022-05-24T19:27:41+00:00,addon,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/4847/,rejected,rejected,993.0,0.0,live,False,no,1.1.6,azure-log-analytics-kusto-grabber_116.tgz,8.2|8.1,unknown
2755,splunk-app-dropbox,Dropbox Business App for Splunk,2020-11-10T01:25:43+00:00,2020-11-10T01:25:43+00:00,2022-05-24T19:27:39+00:00,app,Splunk Software License Agreement,unrestricted,True,https://splunkbase.splunk.com/app/2755/,rejected,rejected,1736.0,0.0,live,False,no,2.1.1,dropbox-business-app-for-splunk_211.tgz,8.2|8.1|8.0|7.3|7.2,4.x
3559,dga_analysis,DGA App for Splunk,2020-01-10T15:30:03+00:00,2020-01-10T15:30:03+00:00,2022-05-24T19:27:30+00:00,app,Splunk Software License Agreement,unrestricted,False,https://splunkbase.splunk.com/app/3559/,rejected,rejected,3321.0,0.0,live,False,no,2.5,dga-app-for-splunk_25.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
3336,DA-ESS-CbResponse,VMware Carbon Black EDR On-Prem App,2021-03-17T14:08:24+00:00,2021-03-17T14:08:24+00:00,2022-05-24T19:27:24+00:00,app,MIT,unrestricted,True,https://splunkbase.splunk.com/app/3336/,rejected,rejected,3542.0,0.0,archived_manually,True,no,2.2.0,vmware-carbon-black-edr-on-prem-app_220.tgz,8.2|8.1|8.0,unknown
3905,DA-ESS-CbDefense,Endpoint Standard VMware Carbon Black Cloud App,2019-08-19T18:24:42+00:00,2019-08-19T18:24:42+00:00,2022-05-24T19:27:16+00:00,app,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/3905/,rejected,rejected,1718.0,0.0,archived_manually,True,no,1.1.6,endpoint-standard-vmware-carbon-black-cloud-app_116.tgz,7.3|7.2|7.1|7.0,4.x
3180,winwatch,WinWatch(App for Windows Security Monitoring),2018-12-12T17:14:54+00:00,2018-12-12T17:14:54+00:00,2022-05-24T19:27:10+00:00,app,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/3180/,rejected,rejected,1682.0,0.0,live,False,no,1.1.1,winwatchapp-for-windows-security-monitoring_111.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,5.x|4.x|3.x
3815,svg,Scalable Vector Graphics - Custom Visualization,2020-05-10T14:52:05+00:00,2020-05-10T14:52:05+00:00,2022-05-24T19:27:08+00:00,app,MIT License,unrestricted,True,https://splunkbase.splunk.com/app/3815/,rejected,rejected,3799.0,0.0,live,False,no,3.0.2,scalable-vector-graphics-custom-visualization_302.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
3545,TA-Cb_Defense,Add-On- Endpoint Standard VMware Carbon Black Cloud,2019-08-22T15:59:55+00:00,2019-08-22T15:59:55+00:00,2022-05-24T19:27:06+00:00,addon,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/3545/,rejected,rejected,3145.0,0.0,archived_manually,True,no,2.0.4,add-on-endpoint-standard-vmware-carbon-black-cloud_204.tgz,7.3|7.2|7.1|7.0,4.x
4570,RubrikSplunkApp,Rubrik Splunk Application,2020-06-18T13:10:34+00:00,2020-06-18T13:10:34+00:00,2022-05-24T19:27:00+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/4570/,rejected,rejected,574.0,0.0,live,False,no,1.1.1,rubrik-splunk-application_111.tgz,8.2|8.1|8.0|7.3|7.2,unknown
2632,search_activity,Search Activity,2019-12-06T23:37:26+00:00,2019-12-06T23:37:26+00:00,2022-05-24T19:26:58+00:00,app,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/2632/,rejected,rejected,6411.0,0.0,live,False,no,3.0.1,search-activity_301.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
4886,TA-splunk-add-on-for-victorops,Splunk Add-on for On-Call (VictorOps),2020-12-14T20:39:29+00:00,2020-12-14T20:39:29+00:00,2022-05-24T19:26:44+00:00,addon,Splunk General Terms,unrestricted,False,https://splunkbase.splunk.com/app/4886/,rejected,rejected,978.0,0.0,live,False,no,1.0.10,splunk-add-on-for-on-call-victorops_1010.tgz,8.2|8.1|8.0|7.3,unknown
4119,TA-rubrik-splunk-add-on,Rubrik Splunk Add-On,2020-11-02T08:05:59+00:00,2020-11-02T08:05:59+00:00,2022-05-24T19:26:38+00:00,addon,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/4119/,rejected,rejected,1184.0,0.0,live,False,no,1.1.3,rubrik-splunk-add-on_113.tgz,8.2|8.1|8.0|7.3,unknown
3980,TA-canary,Thinkst Canary Add-on for Splunk - Deprecated,2020-11-06T13:41:19+00:00,2020-11-06T13:41:19+00:00,2022-05-24T19:26:36+00:00,addon,End User License Agreement for Third-Party Content,restricted,False,https://splunkbase.splunk.com/app/3980/,rejected,rejected,1750.0,0.0,archived_manually,True,no,1.1.17,thinkst-canary-add-on-for-splunk-deprecated_1117.tgz,8.2|8.1|8.0|7.3,4.x
5111,TA-okta-advanced-server-access-add-on-for-splunk,Okta Advanced Server Access Add-on for Splunk,2020-10-29T16:54:57+00:00,2020-10-29T16:54:57+00:00,2022-05-24T19:26:33+00:00,addon,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/5111/,rejected,rejected,506.0,0.0,live,False,no,2.1.3,okta-advanced-server-access-add-on-for-splunk_213.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,4.x|3.x
2688,EMC-app-Isilon,Dell EMC Isilon App for Splunk Enterprise,2020-05-15T12:23:32+00:00,2020-05-15T12:23:32+00:00,2022-05-24T19:26:25+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/2688/,rejected,rejected,3109.0,0.0,live,False,no,2.5.0,dell-emc-isilon-app-for-splunk-enterprise_250.tgz,8.2|8.1|8.0|7.3|7.2,4.x
1885,splunk_app_mint,Splunk MINT,2021-02-02T06:27:42+00:00,2021-02-02T06:27:42+00:00,2022-05-24T19:26:15+00:00,app,Splunk General Terms,unrestricted,False,https://splunkbase.splunk.com/app/1885/,rejected,rejected,4044.0,0.0,live,False,no,3.0.2,splunk-mint_302.tgz,8.2|8.1|8.0|7.3,unknown
3542,slack,Slack App for Splunk,2020-07-02T21:45:01+00:00,2020-07-02T21:45:01+00:00,2022-05-24T19:26:07+00:00,app,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/3542/,rejected,rejected,1759.0,0.0,live,False,no,1.2.3,slack-app-for-splunk_123.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
4131,security_monitoring_for_splunk,Security Monitoring for Splunk,2020-04-17T15:08:12+00:00,2020-04-17T15:08:12+00:00,2022-05-24T19:26:03+00:00,app,Splunk Software License Agreement,unrestricted,False,https://splunkbase.splunk.com/app/4131/,rejected,rejected,3456.0,0.0,live,False,no,1.3.4,security-monitoring-for-splunk_134.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
1897,TA_cisco-ACI,Cisco ACI Add-on for Splunk Enterprise,2020-10-15T06:07:50+00:00,2020-10-15T06:07:50+00:00,2022-05-24T19:25:58+00:00,addon,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/1897/,rejected,rejected,5602.0,0.0,live,False,no,5.0.0,cisco-aci-add-on-for-splunk-enterprise_500.tgz,8.2|8.1|8.0|7.3|7.2,4.x
2689,TA_EMC-Isilon,Dell EMC Isilon Add-on for Splunk Enterprise,2020-05-15T12:21:40+00:00,2020-05-15T12:21:40+00:00,2022-05-24T19:25:56+00:00,addon,End User License Agreement for Third-Party Content,unrestricted,True,https://splunkbase.splunk.com/app/2689/,rejected,rejected,4212.0,0.0,live,False,no,2.7.0,dell-emc-isilon-add-on-for-splunk-enterprise_270.tgz,8.2|8.1|8.0|7.3|7.2,4.x
3495,sigsci_TA_for_splunk,Signal Sciences NG WAF/RASP - TA,2020-02-28T22:29:19+00:00,2020-02-28T22:29:19+00:00,2022-05-24T19:25:39+00:00,addon,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/3495/,rejected,rejected,1863.0,0.0,live,False,no,1.0.25,signal-sciences-ng-wafrasp-ta_1025.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
4040,splunk_app_Dynatrace,Dynatrace App for Splunk,2018-05-25T19:13:55+00:00,2018-05-25T19:13:55+00:00,2022-05-24T19:25:27+00:00,app,Splunk Software License Agreement,unrestricted,True,https://splunkbase.splunk.com/app/4040/,rejected,rejected,1475.0,0.0,live,False,no,1.0.0,dynatrace-app-for-splunk_100.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
3472,splunk_app_AppDynamics,Splunk App for AppDynamics,2018-05-03T16:02:28+00:00,2018-05-03T16:02:28+00:00,2022-05-24T19:25:25+00:00,app,Splunk Software License Agreement,unrestricted,True,https://splunkbase.splunk.com/app/3472/,rejected,rejected,1653.0,0.0,live,False,no,1.7.0,splunk-app-for-appdynamics_170.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
3969,Splunk_TA_Dynatrace,Dynatrace Add-on for Splunk,2021-07-14T18:59:28+00:00,2021-07-14T18:59:28+00:00,2022-05-24T19:25:12+00:00,addon,sgt,unrestricted,True,https://splunkbase.splunk.com/app/3969/,rejected,rejected,2781.0,0.0,live,False,no,1.2.2,dynatrace-add-on-for-splunk_122.tgz,8.2|8.1|8.0|7.3|7.2,unknown
3752,TA-dmarc,TA-dmarc add-on for Splunk,2020-11-28T09:33:40+00:00,2020-11-28T09:33:40+00:00,2022-05-24T19:24:59+00:00,addon,MIT,unrestricted,True,https://splunkbase.splunk.com/app/3752/,rejected,rejected,94116.0,0.0,live,False,no,3.2.4,ta-dmarc-add-on-for-splunk_324.tgz,8.2|8.1|8.0|7.3|7.2|7.1,4.x
4874,TA-box-shield,Box Shield Add-on for Splunk,2020-10-26T19:02:33+00:00,2020-10-26T19:02:33+00:00,2022-05-24T19:24:45+00:00,addon,End User License Agreement for Third-Party Content,unrestricted,False,https://splunkbase.splunk.com/app/4874/,rejected,rejected,638.0,0.0,live,False,no,1.1.1,box-shield-add-on-for-splunk_111.tgz,8.2|8.1|8.0|7.3|7.2,4.x
4676,link_analysis_app,Link Analysis App For Splunk,2020-07-01T01:02:46+00:00,2020-07-01T01:02:46+00:00,2022-05-24T19:24:41+00:00,app,MIT License,unrestricted,True,https://splunkbase.splunk.com/app/4676/,rejected,rejected,3135.0,0.0,live,False,no,1.6.3,link-analysis-app-for-splunk_163.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
4707,TA-microsoft-teams-alert-for-splunk,MS Teams alert for Splunk,2020-01-20T05:21:12+00:00,2020-01-20T05:21:12+00:00,2022-05-24T19:24:37+00:00,addon,"Apache License, Version 2.0",unrestricted,False,https://splunkbase.splunk.com/app/4707/,rejected,rejected,1477.0,0.0,archived_manually,True,no,1.2.0,ms-teams-alert-for-splunk_120.tgz,8.2|8.1|8.0|7.3|7.2|7.1|7.0,unknown
